Ai,C1,C2,C3,C4,C5,C6,C7,C8,C9,C10,C11,C12,C13,C14,C15
A1,0.002308785667590491,0.04870744364271622,0.025053668714901264,0.028907613158773108,0.014851471833316638,9.971626775379641e-05,0.003577433397579064,2.200944649215049e-05,0.04097089989038673,0.12345367414138834,0.0038209529554401726,0.006279640756864571,0.1161298238585195,0.13355426782197988,0.04467005900511877
A2,0.05182772640234057,0.017286220692356746,0.01698615475187553,0.002181861235206162,0.002612409859165044,0.0001891154225956894,0.0010928675175049236,7.349083979279229e-05,0.022956342754763222,0.15840721999690502,0.0024297856420410486,0.012307911491906555,0.08953889915302457,0.17314491712662838,0.024311816539866537
A3,0.01810945715117565,0.0045321304228637975,0.017827660816612814,0.017990464418526832,0.022381073522377733,0.00016119663280025562,0.003796746077539839,0.00013308458400842439,0.02966715646924704,0.2337462524175664,0.021623550452696993,0.013887053206312235,0.07674975903739736,0.26925685605766997,0.033758183757734796
A4,0.0002393903919256453,0.2128474619522893,0.01123998530989852,0.07174829992299221,0.022969910549545475,0.00024690337479206417,0.0031229291383946724,0.0,0.03785119471664281,0.23272008494340266,0.31902016240346415,0.03350658071319268,0.3156752156853058,0.5852468279730842,0.04122102723209091
A5,0.021799707017502425,0.09863142277336591,0.04105439068216435,0.011090655933661434,0.042098437776082846,5.0519748701592296e-05,0.0037970256982128073,0.0,0.030996232576678998,0.14644465350203298,0.019578487878811637,0.01280954897982957,0.2108270687452177,0.1788326903727922,0.0348437780202973
A6,0.0020765010150991725,0.04522829841103346,0.0009471378490234754,0.06509102260125339,0.0027288706700566647,0.00031004843744655624,0.0002519143554253269,0.00032942646478696604,0.0,0.3328471387580902,0.22577115636175685,0.04650239194761465,0.11518044130780952,0.605120687044659,0.0008913892576588491
A7,0.04160558113139317,0.04419305847322758,0.03187212980859463,7.817360610085647e-05,0.002397414417627916,5.7441893918506106e-05,0.00038789022698608764,0.0,0.015245902687665423,0.11161742114020429,0.0,0.026924876894387013,0.11970102532523332,0.13854229795101183,0.015691234806062635
A8,0.056666146643149944,0.09467638535434042,0.026605883262955675,0.008066588901346854,0.0031967417249440895,3.960539469718293e-05,0.0024930913098738087,0.00018983275386893716,0.029426265770495647,0.0963335935994187,0.0,0.013478926491698854,0.18648921641288702,0.10981252008466982,0.03214879522930095
A9,0.07663568423837598,0.03268459760463942,0.012337630244334156,0.0044558857129617,0.00644343540476148,7.3434103755053e-05,0.003452530113239647,0.0005111427882094451,0.0469552393618327,0.13389744138795415,0.025080661605174904,0.03555221930262464,0.1285201262042093,0.19453032231072154,0.050992346364192954
A10,0.1426366723131433,0.024947819165748123,0.001628944385615278,0.004468730532112821,0.006410216979726365,0.0,0.0021485676220742655,0.0003646737697368912,0.00012015786479894026,0.27738632299306754,0.010491662131912832,0.0038354821382533826,0.17757914199392277,0.29171346726804814,0.0026333992575729745
A11,0.012880173550069048,0.13596871166041682,0.00019411464989320463,0.006854649983080368,0.006359146324614898,3.965598218202849e-05,0.0002418258237269048,0.0,0.0335761319484665,0.05471042199171764,0.0,0.008137566451097247,0.16197531435087867,0.06284798844490502,0.03385761376127287
A12,0.0653463702795099,0.024406728647209098,0.03459523101754769,0.0060055382088414905,0.030211726266844003,3.9386296458071205e-05,0.0026185797509780786,0.002746906077452929,0.0174995673421336,0.1255072796425186,0.01578824366851355,0.04373652711293197,0.15516072230072414,0.18503205038435325,0.022904439461361628
A13,0.0,0.022348525260820633,0.017302785580754373,0.0,0.00520553187053844,0.0,0.0,0.0,0.010025713557057659,0.14717001188579346,0.001505776234730382,0.0,0.04485684270743401,0.14867578807723897,0.010025713557057659
A14,0.13138480674995745,0.006509838045531651,1.9400481817491887e-05,0.02316055976157316,0.017873222992888627,0.0006349131051691284,0.0015124388390229094,0.00026148761458292733,0.004784330778271652,0.4973188712363777,0.16217842584748804,0.0003727157210135192,0.17653898844991783,0.6598700128607733,0.007193170334482667
A15,0.01347567686621459,0.0369765505789521,0.0020530704507595765,0.009155516713344272,0.006050730733901143,0.00032585247290639016,0.0001047382949003899,0.0002345421643426183,0.025211523983954515,0.21822126079390317,0.1980776875554794,0.0,0.0670464124141825,0.4162989482791555,0.025876656916806184
A16,0.015075103432221541,0.02691108578945497,0.015789165968303633,0.007571777275520725,0.0176322109242602,4.626974081843069e-05,0.006068802997289505,0.0,0.18661182527549364,0.09569953053073897,0.041800070157973955,0.0025703883152436145,0.07686427064657414,0.14006998901242154,0.1927268980660846
A17,0.002032956187769589,0.006168332274736539,0.0030628641607845053,0.014445485412134716,0.004501826860787087,6.245083485573603e-05,0.0030522845542885623,2.8623299308879016e-05,0.01673885980398591,0.19656345839541087,0.01950774107964217,0.000665222771769423,0.027068106205207606,0.21673642225856007,0.019882218492949418
A18,0.0,4.333812733952209e-06,0.030310722533494677,0.0,0.0018190804697836396,1.8886923008405443e-05,0.0,0.0,0.015750700091462688,0.015389393374277912,0.0,0.02063417833920273,0.032115249893003864,0.03602357171565316,0.015769587014471093
A19,0.00047466350006471913,0.04853488343270883,0.011112483857542547,0.008921939498663671,0.014872550700590997,0.0006448322920220095,0.002335289479435275,0.0,0.017738979570128093,0.05625082271722279,0.022763154849276473,0.010608062982967487,0.08093639922988059,0.08962204054946674,0.020719101341585375
A20,0.40020071926331935,0.05855142199270136,0.012437426758533272,0.03856517626795807,0.009663562373295383,0.00010069522157242815,0.014281324709772692,0.008481092173423391,0.05086930546634423,0.39816360880966484,0.11259047838989886,0.03453173720329676,0.49655519445471913,0.5452858244142591,0.07373241757396243
A21,0.005269013898941362,0.03072913607692041,0.0003746680688397145,0.012020492798507906,0.002665375549825397,1.7793669596084204e-05,0.0020576801468539566,0.00015751321824653984,0.015929414872644654,0.13726921198461095,0.0082015203527436,0.004832674552347297,0.0488256993581012,0.1503034068923353,0.018162401907841588
A22,0.10525730968683185,0.10634367330247334,0.008269751776334482,0.02146351819808638,0.0072016396556870005,9.355938213929908e-06,0.0020953132646715825,2.5610344870733252e-05,0.023483028831552965,0.1839394236793318,0.0,0.06053958671227218,0.2464056131131716,0.24447901043040288,0.025613308378533234
A23,0.07180775123168971,0.028849233710594547,0.008122564526104195,0.002006897278647995,0.0002918421378512029,7.206474248125976e-05,0.0019458595117509215,3.984956385297071e-05,0.015129493565677653,0.177216168449633,0.0038775596363032705,0.0,0.10902051507056956,0.18109372809917193,0.01718726738193018
A24,0.1857740279152619,0.00026052146599899806,0.01181481562712529,0.006444255700313908,0.00541530245244797,1.1823227705183466e-05,0.003066615661008909,9.176622771244425e-05,0.011670486641383033,0.2875678027198866,0.01744175832266403,0.017599756725293396,0.20653871803746077,0.3226093178017275,0.014840691758293622
A25,0.06793613484926342,9.491712611329221e-05,0.00800467763120009,0.01708508269119354,0.00974482494297048,0.00011726219946008928,0.0023217915502296727,0.0003095722065746357,0.026901706111279455,0.08267215765407997,0.02761385277801235,0.0,0.10011701127233369,0.11028601043209234,0.029650332058160818
A26,0.22680477175772995,0.07098296682879372,0.0007579760194661491,0.17015139053916223,0.0152703691187301,0.00011159968887741293,0.00381975298625533,0.0,0.07081500416931887,0.9872479867977324,0.344582638552853,0.07983567666800465,0.4800361216194583,1.4116663020367608,0.07474635684754066
A27,0.5690198297114611,0.1484498180267976,0.0019786030528997404,0.08817687519140527,0.015390090706965665,0.0,0.014001284282491724,0.0,0.1376381155946287,0.5299095652662846,0.31139579834345704,0.1380049816145886,0.8090139323530116,0.9793103451242817,0.15163939981709135
A28,0.006269143378009239,0.06325088339673407,0.014961814027434666,0.02693448659411493,0.015267647560811103,7.123969632712353e-05,0.0018001700925801417,0.0,0.014436898854267096,0.047622627613554444,0.0014826267594161982,0.00893591813072756,0.12481256516335196,0.05804117250096447,0.016308308641944182
A29,3.249283491306314,0.0022100815607553146,0.0,0.0,1.3137485347969107,0.0021227203242805506,0.0,0.0,0.05243106969430972,0.23121833550564652,2.0749695355978592,0.0,4.563119385604805,2.3061878711035058,0.0545537900215458
A30,2.2002465503696333,0.04515848850497221,0.0,0.00039245038802339225,0.003842743381580076,0.0068024733921519,0.009435161411911835,0.0,0.09513508327854711,0.14924243256920416,0.045731371596653456,0.09337533940992906,2.2334025982077534,0.28834914365185665,0.11137271807690559
