Ai,C1,C2,C3,C4,C5,C6,C7,C8,C9,C10,C11,C12,C13,C14,C15
A1,0.0025344062748179513,0.04236911476558858,0.02352900203401662,0.026385747632174612,0.015043144907792927,5.8211018593477556e-05,0.0033991310539887437,2.877848111729372e-05,0.03837912076234381,0.12828360505863393,0.003949753588438702,0.005407595523943391,0.10637529503054385,0.13764095420461128,0.041865241310827216
A2,0.05011944738616654,0.01692008201533622,0.01666249833654469,0.0019566817253638073,0.002293562766222743,0.00018959474622102094,0.0009445265541984494,8.61794300750484e-05,0.022399060776786103,0.15424288362634375,0.0024806801715008446,0.011348490449250355,0.08673197149927925,0.1680720543141923,0.023619361501549387
A3,0.01856991774465472,0.004225537910692816,0.017365441289964232,0.01684637350584048,0.02189636511553185,0.0001612270447835921,0.003589054214659058,7.243533895662462e-05,0.028531125761488016,0.23505366481195522,0.019978803692645417,0.011896007558573687,0.07508091896004139,0.26692847610107523,0.032353842358655516
A4,0.0003162187028395982,0.20274439708363975,0.01120566948255824,0.05247752509921151,0.021344399904612572,0.0002211483645979474,0.003046543377888935,0.0,0.04127412050039503,0.23653940417199104,0.2783755081036387,0.032866903523254894,0.28482051867002167,0.5477818157988846,0.044541812249014455
A5,0.022194055263355033,0.08520565130921211,0.03986384036669533,0.011298486751871758,0.04213651246273776,3.183560825608705e-05,0.0034282233707966458,0.0,0.03097310997739916,0.14372003389713192,0.01938741129310223,0.011804670674843424,0.19723848711743003,0.17491211585169159,0.03443316895299588
A6,0.0016132244791571678,0.04296509421373554,0.00063230063513341,0.054886073525925116,0.002940325367188877,0.000318574452256327,0.00022487608439264895,0.00035605380016170903,0.0,0.3187712001422553,0.23417332029326476,0.04016755148395372,0.10213751390636684,0.5931120719422712,0.0008995043360507743
A7,0.04109911714368696,0.039580569761088626,0.03133370279980578,3.65506549299928e-05,0.0021500300850873,5.259658385934093e-05,0.0003727497030716964,0.0,0.004589208666597179,0.10986127003338729,0.0,0.02369494308472342,0.11377462418446721,0.1335562131088375,0.005014554953435485
A8,0.05734546997843394,0.09535644489043832,0.025259714218094153,0.007494931227429124,0.0030383355104389416,2.797612113186925e-05,0.0025101574675799035,0.0001909370266630999,0.02496609664850198,0.09476008322032216,0.0,0.011164784672401323,0.18576582521927867,0.10592486788195692,0.027695167273437554
A9,0.07762614283409094,0.02903156219663227,0.011173825625531686,0.004397041637755029,0.00609821958336299,5.441619175649064e-05,0.0033526415021034946,0.00048614945970109036,0.0448738761264509,0.1371033624296241,0.02342174882343723,0.03271273970285388,0.12443358473346094,0.19323785098592794,0.048767083271863514
A10,0.1426481796343257,0.020900267463261832,0.00134477612238046,0.003982438119068817,0.004869558247143834,0.0,0.0020143104838392153,0.00031560625093511325,0.00024101163799861074,0.28031130327878434,0.006913456362218062,0.003762789688233549,0.1714153028549857,0.29098754924333087,0.0025709283720570628
A11,0.013291983851590868,0.11834281586006432,0.00011206783931399834,0.007194846253485295,0.005162015694775983,2.297355047917117e-05,0.00023264176607171042,0.0,0.025068659090880237,0.0530405723436965,0.0,0.006834520564350105,0.14384811418521856,0.05987509289535165,0.025324274409123784
A12,0.06546956621229733,0.023412585801783948,0.031329545857087825,0.005845939147573224,0.030599630834969253,3.268361884655099e-05,0.0025796375095974975,0.0026748463126956517,0.017124232383548283,0.11541744668238485,0.015295628144875827,0.04300046922840938,0.15137010040508822,0.1737135441166602,0.02241139982392973
A13,0.0,0.022475917054787173,0.014791986622956695,0.0,0.005272781654071169,0.0,0.0,0.0,0.010349880174792736,0.13116099120731706,0.0014077599146075945,0.0,0.042540685331815035,0.13256875114196429,0.010349880174792736
A14,0.12470252524559956,0.006213406570077458,1.6681973247765187e-05,0.0186427163163035,0.01733243903752088,0.0006017682615719896,0.001470989084068367,0.00026745256092438794,0.005231196008851387,0.4466236805577775,0.1392105317688502,0.0,0.16456755922044006,0.5858342122250512,0.007571405916939781
A15,0.012888558467581402,0.03209946327198554,0.0019646406629190067,0.008007399065554508,0.0050604380697912245,0.00030734124120062673,0.00010244708051560676,0.00020489416068502,0.019570318477247124,0.21850508544401742,0.17380785661911582,0.0,0.05940581705473804,0.3923129419592752,0.020185000958955993
A16,0.015508130634500013,0.018928218617299118,0.014964391818467366,0.0037467680933068867,0.017398642982460705,3.410731819057386e-05,0.005860339044406151,0.0,0.1510129059139365,0.1047939358680015,0.02718603662652777,0.0022711492375691762,0.0646517057730252,0.13425112173730452,0.15690735227306252
A17,0.002032197281212473,0.006172447961621426,0.0021342002515643936,0.013056932175777696,0.0050586143867774585,6.020543920264361e-05,0.002864775483610422,2.759415959639835e-05,0.018909927770603383,0.20033152697959458,0.020754028402464375,0.0005391127759210254,0.02550181698054572,0.22162466816235413,0.02186250285718355
A18,0.0,2.460497541156489e-06,0.024413331483187726,0.0,0.0015858118202102505,0.0,0.0,0.0,0.013143434388286357,0.015404623063175072,0.00015908388708191337,0.015921115415783223,0.026001603787618087,0.03148482237492091,0.013143434388286357
A19,0.0004941506758300784,0.042355599860299,0.008111784026498429,0.009655458386535934,0.01569523332775786,0.0005027081990703876,0.002357789236426858,0.0,0.013924626005352457,0.053340215941697806,0.019133848674136235,0.009101681983518581,0.0734517288292915,0.08157574662291098,0.016785123439848473
A20,0.4081610419711761,0.05287105308436751,0.010831644945428816,0.037388375250029575,0.009844171101771387,9.857250130481442e-05,0.014192403710097992,0.008226874859993212,0.060158806724371586,0.39578053268610397,0.10702556275401642,0.03174738642310284,0.4965784352364372,0.5345534818747169,0.08267665779243445
A21,0.005316612493164825,0.027269038817154038,0.0002805403146699564,0.015655286439411442,0.002356024555294544,1.6237933844439288e-05,0.0019212723337130205,0.00019745327566743188,0.012047697027189963,0.13343578133436143,0.008790200285725506,0.004132765318620076,0.04874253906838398,0.14635874693870704,0.014182660569018913
